,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,category
1660,2013-09-14T06:00:43.000Z,Митрополит Савватий,@bishop_Savatius,"В ближайшее время фонд "" Подари мне жизнь"" будет проводить очередное мероприятие Марш колясок "" За ж.. http://vk.cc/1OQjUw",0,0,0,новости о фонде
1661,2013-09-11T05:05:42.000Z,Katia Razuvaeva,@razuvaevae,"Любая сумма может спасти чью- то жизнь. SMS 6162. Фонд ""Подари жизнь"".",0,0,0,упоминание в хорошем контексте
1662,2013-09-10T02:28:48.000Z,Галина Кашкарова,@galavas123,"Боткинской больнице очень нужны доноры крови! | Фонд ""Подари жизнь"" http://fb.me/1NLMqrix5",0,0,0,новости о фонде
1663,2013-09-09T06:38:08.000Z,УФСИН Бурятии,@uisburyatia,"Благотворительный фонд при Улан-Удэнской и Бурятской Епархии ""Подари мне жизнь"" посетил колонию–поселение №3 http://03.fsin.su/news/detail.php?ELEMENT_ID=100384…",0,0,0,новости о фонде
1664,2013-09-07T17:45:30.000Z,Петр Салтыков,@Pet19871,"Острый лимфобластный лейкоз | Фонд ""Подари жизнь"" http://vk.cc/1NSeCB",0,0,0,новости о фонде
1665,2013-09-05T12:42:26.000Z,Супермаркеты Лэнд,@SupermarketLand,"Мы благодарим наших покупателей за вклад в благое дело: в фонд ""Подари жизнь"" перечислено уже 2 125 085 рублей! #подарижизнь",0,0,0,упоминание в хорошем контексте
1666,2013-09-03T04:32:31.000Z,Ирина Кудрина,@zelewoykapital,"Фонд ""ПОДАРИ ЖИЗНЬ"" связана с финансовой схемой!!! http://ckgr.forum2x2.ru/t753-topic#.UiVmWXurKRE.twitter…",0,0,0,новости о фонде
1667,2013-09-01T17:53:04.000Z,Dmitriy Torshin,@dtorshin,@VikaVirta у меня есть на фонд подари жизнь,1,0,0,упоминание в хорошем контексте
1668,2013-08-05T10:42:01.000Z,Alexander Koss,@videoclean,Фонд «Подари жизнь» оплатил 23-летнему донору костного мозга Юле Ковалевой дорогу из Челябинска и проживание в... http://fb.me/2aKTPtoxA,0,0,0,новости о фонде
1669,2013-08-05T10:36:13.000Z,l200kievua,@l200kievua,Налог на мозг http://bit.ly/1cCHdRI Фонд «Подари жизнь» оплатил 23-летнему донору костного мозга Юле Ковалевой дорогу из Челябинска и пр...,0,0,0,новости о фонде
1670,2013-08-05T08:20:10.000Z,Невский Район,@NevskiyRayon,Первой в России безвозмездному донору костного мозга пришлось заплатить подоходный налог /  / Фонд «Подари жизнь».. http://vk.cc/1Ihih8,0,0,0,новости о фонде
1671,2013-08-05T04:04:07.000Z,DPRB,@DelovoyPortalRB,Перечислить деньги в фонд «Подари жизнь» держатели благотворительной карты Сбербанка могут с помощью Мобильного банка http://dprb.ru/novosti/1934/158528.php…,0,0,0,новости о фонде
1672,2013-08-04T15:52:25.000Z,Tusik,@Tu_sik,"Сделано в России | Фонд ""Подари жизнь"" http://fb.me/1CNQB0IYP",0,0,0,новости о фонде
1673,2013-08-04T13:58:03.000Z,Oracle,@newslands,Первый в РФ донор костного мозга заплатил подоходный налог: Фонд «Подари жизнь» оплатил 23-летнему донору кост... http://chilp.it/1123c2,1,0,0,новости о фонде
1674,2013-08-04T05:53:19.000Z,За городом,@ribalych,Фонд «Подари жизнь» оплатил 23-летнему донору костного мозга Юле Ковалевой дорогу из Челябинска и проживание в... http://fb.me/2qAtspgCG,0,0,0,новости о фонде
1675,2013-08-03T19:14:23.000Z,Елена Прянишникова,@Pryani4ka,Пожертвовал орган? Заплати налог!: Фонд «Подари жизнь» оплатил 23-летнему донору костного… http://goo.gl/fb/u4D6S,0,0,0,новости о фонде
1676,2013-08-03T18:17:18.000Z,Позитивный Котэ,@kote130,Фонд «Подари жизнь» оплатил 23-летнему донору костного мозга Юле Ковалевой дорогу из Челябинска и проживание в... http://bit.ly/15pQwmB,0,0,0,новости о фонде
1677,2013-07-18T17:28:43.000Z,В Москве,@In_mskru,В Москве критически не хватает доноров: фонд «Подари жизнь» просит сдать кровь для детей с раком http://bit.ly/12L4YDq,4,53,3,новости о фонде
1678,2013-07-18T17:21:17.000Z,Инна Волкова,@VolkovaInna,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком http://ria.ru/disabled_help/20130718/950624179.html… с помощью @rianru",0,0,0,новости о фонде
1679,2013-07-18T14:39:11.000Z,Gin,@GoodWinRu,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком http://bit.ly/194O8TS #Москва #RT #follow #followback #ru_ff",0,0,0,новости о фонде
1680,2013-07-18T13:33:32.000Z,Официальные новости,@newsofic,"Фонд ""Подари жизнь"" призывает москвичей ... - http://newsofic.com/1-239/. Репост плиз. ...",0,0,0,новости о фонде
1681,2013-07-18T13:26:09.000Z,РИАН,@rian_ru,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком http://ru.1001hls.com/r2350962",0,0,0,новости о фонде
1682,2013-07-18T13:25:24.000Z,Сергей Макаров,@sergeymakarov23,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком #помочь",0,0,0,просьба пожертвования
1683,2013-07-18T13:24:45.000Z,Новости Москва,@news_moskva,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком: Фонд ""Подари жизнь"" призывает жителей М... http://bit.ly/13ApdPw",0,0,0,новости о фонде
1684,2013-07-18T13:13:29.000Z,SEOMASTERSGROUP,@SEOMASTERSGROUP,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком",0,0,0,просьба пожертвования
1685,2013-07-18T13:09:36.000Z,Стетоскоп на стенке,@inp_society,"Фонд ""Подари жизнь"" призывает москвичей сдать кровь для детей с раком: Фонд ""Подари жизнь"" призывает жителей М... http://bit.ly/14hRBfw",0,0,0,новости о фонде
1686,2013-07-10T10:44:46.000Z,Здоровье в Омске,@55med,"В Омске стартовала акция ""Подари мне жизнь!"": Фонд социально-культурных инициатив, возглавляемый Светланой Мед... http://bit.ly/1aolfmM",0,0,0,новости о фонде
1687,2013-07-08T19:00:25.000Z,Baby's style,@babysstyle,"Главная | Фонд ""Подари жизнь"" http://vk.cc/1E763Q",0,0,0,новости о фонде
1688,2013-07-08T08:20:03.000Z,Any Wedding,@Anni_Lion,"Акция ""Подари мне жизнь"" / Фонд социально-культурных инициатив, президентом которого является Светлана М.. http://vk.cc/1E10n9",0,0,0,новости о фонде
1689,2013-07-05T13:10:34.000Z,Алешковский | Против войны!,@aleshru,"@KSHN во-первых, не трогай фонд подари жизнь.",0,0,0,упоминание в хорошем контексте
1690,2013-07-05T13:09:52.000Z,Kashin,Kashin,"@aleshru Почему единственное? Фонд ""Подари жизнь"" еще есть.",4,0,3,упоминание в хорошем контексте
1691,2013-07-04T07:18:45.000Z,Помогаем Все вместе,@wsewmeste,"Благотворительный фонд ""Подари жизнь"" http://fb.me/2NA4N6TXi",0,0,0,новости о фонде
1692,2013-07-03T17:18:33.000Z,влад  савельев,@vlad239787,"Благотворительный фонд ""Подари жизнь"": http://youtu.be/YuCiLiMLqLs с помощью @youtube",0,0,0,новости о фонде
1693,2013-07-01T10:40:58.000Z,Ольга Пушкина,@Plastilinovye,"Фонд «Подари жизнь»: «Билайн» и Благотворительный
Фонд «Подари жизнь» запустили сервис регулярных мобильных по... http://bit.ly/14IDPyW",0,0,0,новости о фонде
1694,2013-06-28T21:45:07.000Z,Веня Плюсиков,@stasidor1,«Билайн» и Благотворительный Фонд «Подари жизнь» запустили сервис регулярных мобильных пожертвований http://goo.gl/fb/E6UHW,0,0,0,новости о фонде
1695,2013-06-25T17:43:04.000Z,Правмир,@Pravmir,"Благотворительный фонд «Подари жизнь» начал прием пожертвований через смс: «Это значит, что теперь фонд «Подар... http://bit.ly/17bYpdr",0,2,2,новости о фонде
1696,2013-06-25T16:40:36.000Z,Любитель морского,@bolshojulov,"70% пожертвований в фонд Подари жизнь приходит от простых граждан. За 6 лет собрали 2,8 миллиарда рублей",0,0,0,упоминание в хорошем контексте
1697,2013-06-25T11:41:09.000Z,Matveeva Anastasiya,@AMatveeva_,"#sms6162, запущенный @Beeline_RUS для фонда Подари жизнь,  значительно упростит частные пожертвования в Фонд-Дина Корзун, Чулпан Хаматова.",0,1,0,новости о фонде
1698,2013-06-25T11:31:21.000Z,Sergey Dolya,@dolyasergey,"70% пожертвований в фонд Подари жизнь приходит от простых граждан. За 6 лет собрали 2,8 миллиарда рублей",3,9,0,упоминание в хорошем контексте
1699,2013-06-24T14:33:31.000Z,Последние Известия,@100tv_tweet,"#news #spb В СПБ проходит благотворительный аукцион ""4 цвета"". Все вырученные средства будут направлены в фонд ""Подари жизнь"".",0,0,0,новости о фонде
1700,2013-06-24T10:43:56.000Z,Anna Shatrova,@AnnaShatrova,"Благотворительный Арт-проект 4colours в Михайловском театре,собранные средства идут в фонд ""Подари Жизнь"".",0,0,0,новости о фонде
1701,2013-06-21T07:05:19.000Z,Валентина Воронина,@03f0rpyqc380r21,"Фортов отдаст часть премии ""Глобальная энергия"" в фонд ""Подари жизнь""",0,0,0,упоминание в хорошем контексте
1702,2013-06-21T02:22:40.000Z,maximiliano,@mazimilianum,http://hottables.ru/fond-podari-zhizn-spisok-pacientov-gematologii-rdkb.html… фонд подари жизнь список пациентов гематологии рдкб http://iida.ru/skachat-klyuch-dlya-nero-8-trial.html… скачать ключ для nero 8 trial,0,0,0,новости о фонде
1703,2013-06-20T10:26:47.000Z,Новости Матрицы,@inp_science,"#ria: Фортов отдаст часть премии ""Глобальная энергия"" в фонд ""Подари жизнь"": Фонд ""Подари жизнь"" учрежден актр... http://bit.ly/12MTQaa",0,0,0,новости о фонде
1704,2013-06-19T10:09:12.000Z,Ирина,@Plesheva,"И благотворительность + милосердие ( фонд Подари жизнь, сестры милосердия, детские деревни, врачи без границ) аудитория: рублевские жены?",0,1,0,политический твит
1705,2013-06-18T10:54:47.000Z,Ольга Анисимова,@1OlgaOlga,"Фонд ""Подари жизнь"" Чулпан Хаматовой и Дины Корзун устроил состязания для детей, победивших рак - гостями турнира стали Юлия Снигирь…",0,0,0,упоминание в хорошем контексте
1706,2013-06-17T16:05:30.000Z,Georgiy Chubun,@morillon_noir,"Прошли Игры победителей - чрезвычайно радостное и позитивное мероприятие, которое организовал фонд “Подари жизнь“.",0,0,0,новости о фонде
1707,2013-06-14T06:31:27.000Z,WORLD PFC CSKA,@WORLDPFCCSKA,"Приглашаем на IV Всемирные детские игры победителей!  /  / Фонд «Подари жизнь» приглашает друзей, зрителей и .. http://vk.cc/1AvD3Q",0,0,0,новости о фонде
1708,2013-06-13T04:35:02.000Z,amur.life,@amurinfo,"«Билайн», «Платежный мир RuRu» и благотворительный фонд «Подари жизнь» запускают сервис мобильных пожертвований http://amur.info/press/2/6/3753.html…",0,0,0,новости о фонде
1709,2013-06-10T07:26:05.000Z,Всё о Европе,@Euromag_ru,14-16 июня на стадионе ЦСКА в Москве фонд «Подари жизнь»  проводит Всемирные детские игры победителей http://euromag.ru/specprojects/winners-games/31083.html…,0,0,0,новости о фонде
1710,2013-06-08T09:38:06.000Z,"О, Сургут!",@ooosurgut,Региональный благотворительный фонд «Подари жизнь» обратился к нам за помощью с просьбой. /  / В одной из многоде.. http://vk.cc/1zBChA,0,0,0,новости о фонде
1711,2013-06-07T11:23:42.000Z,Помогаем Все вместе,@wsewmeste,"Соучредитель Фонд Подари жизнь Дина Корзун рассуждает о словах и их влиянии на реальность: 

""Жалость — это сесть... http://fb.me/2AA5OlRY1",0,0,1,новости о фонде
1712,2013-06-06T14:42:35.000Z,Artyom Makhmuryan,@amakhmuryan,"Фонд ""Подари жизнь"" открыл сбор пожертвований для детей через sms http://dlvr.it/3TVw2F",0,0,0,новости о фонде
1713,2013-06-05T16:40:47.000Z,Dd-zone,@Ddzone1,"Теперь помогать тяжелобольным детям стало проще! /  / Чтобы сделать пожертвование в фонд ""Подари жизнь&q.. http://vk.cc/1zbz9Z",0,0,0,упоминание в хорошем контексте
1714,2013-06-05T10:29:42.000Z,билайн,@Beeline_RUS,"#Билайн, «Платежный мир RuRu» и Фонд «Подари жизнь» запускают сервис мобильных пожертвований http://bit.ly/11EdChz",1,2,2,новости о фонде
1715,2013-06-04T21:20:02.000Z,СБ,@sb_by,"«Игры победителей», которые организует благотворительный фонд «Подари жизнь» http://by.1001hls.com/r326153",0,0,0,новости о фонде
1716,2013-06-04T19:18:57.000Z,АЖЭ,@AJE_UJR,"Помогай на короткий номер | Фонд ""Подари жизнь"" http://fb.me/1waohrApP",0,0,0,новости о фонде
1717,2013-06-04T15:19:21.000Z,Marina,@mrndaisy_1,Фонд Подари Жизнь. Помогай на короткий номер http://podari-zhizn.ru/main/node/15585#.Ua4FX3mahwU.twitter…,0,0,0,новости о фонде
1718,2013-06-04T09:36:59.000Z,Иоффе Письмен,@polonium238,"Фонд ""Подари жизнь"": Помогать детям просто http://podari-zhizn.ru/main/node/15585#.Ua20uXcPc0U.twitter…",0,0,0,новости о фонде
1719,2013-06-04T09:32:49.000Z,уволетый,@Vadim_Shagoun,“@ddb777: Помочь детям просто: http://podari-zhizn.ru/main/node/15585 Фонд «Подари жизнь».”,0,0,0,новости о фонде
1720,2013-06-04T09:32:30.000Z,Другие Вести,@ddb777,Помочь детям просто: http://podari-zhizn.ru/main/node/15585 Фонд «Подари жизнь».,0,2,1,новости о фонде
1721,2013-05-26T07:34:49.000Z,ЗАО ОРГКРОВЛЯ-2,@ORGKROVLIA2,"Копилка подаренная Рдс строй, сотрудникам ОРГКРОВЛЯ-2, сегодня пополнила фонд ""подари жизнь"" мелочь а приятно:-)",0,0,0,упоминание в хорошем контексте
1722,2013-05-24T16:24:15.000Z,Сергей Д,@sd0107,"Карта Сбербанка подари жизнь. 0,3% мы перечислим в фонд. Ну блин, мне уралсиб больший процент на телефон кидает по карте. Жадный сбер.",4,9,1,упоминание в хорошем контексте
1723,2013-05-21T14:12:02.000Z,Фенюшка,@bk258,"@pchikov фонд""подари жизнь"" могут признать иностранным агентом?",1,0,0,политический твит
1724,2013-05-21T14:11:24.000Z,Фенюшка,@bk258,"@pchikov Павел,скажите,пжл,фонд""подари жизнь""ведь явно имеют инстрн деньги,и+занимаются политикой(роликЧулпан предвбрный и приездПутина)",0,0,0,упоминание в хорошем контексте
1725,2013-05-20T14:43:21.000Z,РШУ,@RusUprav,"1000 рублей с каждого участника образовательных программ РШУ будет передана в Благотворительный фонд ""Подари жизнь""",0,0,0,упоминание в хорошем контексте
1726,2013-05-14T18:52:27.000Z,By Marry:*,@ByMarryDoom,"Папа перевел средства в фонд "" подари жизнь""  ураааа!",0,0,0,упоминание в хорошем контексте
1727,2013-05-14T08:50:48.000Z,Lá drámhaíola (Ло Дравилла),@Ladramhaiola,"О, а в фонд ""Подари жизнь"" прокуроры с обысками приходили или нет? Хо-х.",0,0,0,политический твит
1728,2013-05-13T17:02:45.000Z,Дмитрий Прохода,@ProDimasa,"Поддержи деньгами благотворительный фонд ""Подари жизнь"". http://podari-zhizn.ru/main",0,0,0,новости о фонде
1729,2013-05-09T16:29:18.000Z,Сергей Васильев,@arminarh,"Анастасия Коляко | Фонд ""Подари жизнь"" http://vk.cc/1uSBvo",0,0,0,новости о фонде
1730,2013-04-18T06:05:02.000Z,Konstantin,@creative1378,"Василий Уткин:Плачу в фонд ""Подари жизнь"" 75 тысяч рублей за каждый победный гол Павлюченко http://sports.ru/football/148342435.html… с помощью @sportsru",0,0,0,новости о фонде
1731,2013-04-17T20:48:52.000Z,Zhuk,@ievzhienii,Василий Уткин:  Плачу в фонд Подари жизнь  75 тысяч рублей за каждый победный гол Павлюченко,0,0,0,упоминание в хорошем контексте
1732,2013-04-17T20:14:49.000Z,ТАЙСКИЕ СКАЗКИ,@thai_tales,"Кроме того, плачу 75 000 за каждый победный гол Павлюченко в счет фонда Подари Жизнь (Фонд Чулпан Хаматовой).",0,0,0,упоминание в хорошем контексте
1733,2013-04-17T17:30:28.000Z,Victor Perov,@vic_7_chernomor,Василий Уткин: «Плачу в фонд «Подари жизнь» 75 тысяч рублей за каждый победный гол Павлюченко» /  / Главный редак.. http://vk.cc/1rtokg,0,0,0,упоминание в хорошем контексте
1734,2013-04-17T17:28:01.000Z,FCLMNEWS,@fclmnews,Василий Уткин: «Плачу в фонд «Подари жизнь» 75 тысяч рублей за каждый победный гол Павлюченко» http://bit.ly/YVHjPC,0,3,0,новости о фонде
1735,2013-04-17T16:54:10.000Z,Igor Puzankov,@IgorPuzankov,Главный редактор спортивных телеканалов «НТВ-Плюс» Василий Уткин пообещал перечислять в фонд «Подари Жизнь» 75 тыся.. http://vk.cc/1rsWeF,0,0,0,новости о фонде
1736,2013-04-17T16:53:07.000Z,Tatarnikov,@Slavka_nsk,"@radioutkin: Кроме того, плачу 75 000 за каждый победный гол Павлюченко в счет фонда Подари Жизнь (Фонд Чулпан Хаматовой).",0,0,0,упоминание в хорошем контексте
1737,2013-04-17T16:50:18.000Z,«Live_football»,@Football_style,Василий Уткин: «Плачу в фонд «Подари жизнь» 75 тысяч рублей за каждый победный гол Павлюченко» /  / Главный редак.. http://vk.cc/1rsTq2,0,0,0,упоминание в хорошем контексте
1738,2013-04-17T16:23:04.000Z,ФК Локомотив Москва,@fclm_news,Василий Уткин: «Плачу в фонд «Подари жизнь&raquo 75 тысяч рублей за каждый победный гол Павлюченко»: Главный р... http://bit.ly/13i7pPp,0,1,0,новости о фонде
1739,2013-04-05T10:57:19.000Z,Utair,@UTairAvia,"Авиакомпания UTair передает в Фонд Подари жизнь 40 000 рублей, взысканных с пассажирки Корнелии Донато Манго в... http://fb.me/2FkaP8YFv",1,3,0,новости о фонде
1740,2013-04-02T05:49:30.000Z,Setmedia,@setmedia_ru,"По окончании каждого месяца  средства, собранные от смс-голосования в конкурсе исполнителей мы перечисляем в фонд помощи детям Подари Жизнь",0,0,0,упоминание в хорошем контексте
1741,2013-03-28T07:52:18.000Z,Евгения Балтатарова,@baltatarova,"Благими намерениями...

Православный благотворительный фонд ""Подари мне жизнь"" в очередной раз оказался в... http://fb.me/1AZJYUVGq",0,0,0,новости о фонде
1742,2013-03-27T08:05:21.000Z,Никола Опричник,@NikolaOprichnik,"4% от оказанной Вами помощи будут направлены в фонд ""Подари жизнь""!",0,0,0,упоминание в хорошем контексте
1743,2013-03-26T09:14:12.000Z,KBRtoday,@KBRtoday,"Красота для всех: Благотворительный фонд помощи детям с тяжелыми заболеваниями ""Подари жизнь"" предложи... http://bit.ly/X7SpA9 #КБР",0,0,0,новости о фонде
1744,2013-03-25T11:53:03.000Z,IRa Go,@Sketch_IRa_Go,"Присоединяйтесь, Друзья! Поможем тем, кто готов принять нашу помощь. Фонд ""Подари Жизнь""  http://webinarmarket.ru/event/event_36.html…",0,0,0,новости о фонде
1745,2013-03-20T08:25:23.000Z,Трибуна ОП,@topoprf,"В этом контексте пропаганды донорства отмечают фонд ""Подари жизнь"":  http://top.oprf.ru/main/10524.html",1,1,0,новости о фонде
1746,2013-03-18T18:02:58.000Z,Александр Смирнов,@A_E_Smirnoff,"Как помочь? | Фонд ""Подари жизнь"" http://vk.cc/18sgsF",0,0,0,просьба пожертвования
1747,2013-03-18T13:58:20.000Z,Andrey,@Sl0ven,Правильно отметил 29 д.р. Сходил и сдал кровь в фонд Подари жизнь.,1,0,0,упоминание в хорошем контексте
1748,2013-02-25T15:33:36.000Z,LASCALA,@LaScala_band,"Вход свободный.Стоимость билета-добровольное пожертвование на проект ""Лечение молодых взрослых в ФНКЦ"" в фонд ""Подари жизнь"".[2]",0,0,0,упоминание в хорошем контексте
1749,2013-02-24T20:13:26.000Z,Людмила А. Желева,@LudmilaJeleva,"Что расследует О.Голодец? Пока фонд «Подари жизнь» делает дело и спасает жизни,чинуши ""разбираются""! Где государство? http://novayagazeta.ru/society/56897.html…",0,0,0,политический твит
1750,2013-02-24T14:22:47.000Z,душа шмидта,@schmidtssoul,"#ЕслиБыУМеняБылМиллион Я БЫ ОТДАЛА ИХ В ФОНД ""Подари жизнь""",0,0,0,упоминание в хорошем контексте
1751,2013-02-22T14:00:27.000Z,MariNefig ,@mareena56,Огромная просьба распространить! Фонд «ПОДАРИ ЖИЗНЬ» ищет склад для хранения средств для помощи больным!  ЖИЗНЕННО!https://facebook.com/MoscowWebDesiagn/posts/445327365535332…,0,0,0,новости о фонде
1752,2013-02-18T11:25:34.000Z,Алёнка,@Schatten_ka,"@M_Galustyan в фонд ""Подари жизнь""",0,0,0,упоминание в хорошем контексте
1753,2013-02-16T10:37:03.000Z,Musique Post,@MadProf1,"""Видимо-невидимо"". Фоторепортаж с открытия выставки фонда ""Подари жизнь"": Фонд «Подари жизнь» представляет... http://dlvr.it/2yGJXs #новости",0,0,0,новости о фонде
1754,2013-02-16T10:29:32.000Z,Котэ Дорофей,@kodorofey,"""Видимо-невидимо"". Фоторепортаж с открытия выставки фонда ""Подари жизнь"":  Фонд «Подари жизнь» представляет рабо... http://bit.ly/WxREh3",0,0,0,новости о фонде
1755,2013-02-14T19:38:43.000Z,Setmedia,@setmedia_ru,"Также напоминаем, что все средства, полученные от смс-голосования перечисляются в благотворительный фонд""Подари жизнь"".",0,0,0,упоминание в хорошем контексте
1756,2013-02-14T09:26:23.000Z,"Muss, Kate Muss",@KateMuss,"Не нашла разумных трат для баллов ""Спасибо"" от сбербанка, кроме как отправить их в благотворительный фонд ""Подари жизнь""",0,1,0,упоминание в хорошем контексте
1757,2013-01-25T01:19:28.000Z,Телеинформ Общество,@tinf_social,"Больше четырех тысяч клиентов Байкальского банка поддерживают фонд «Подари жизнь»:  Иркутская область, 25.01.13 ... http://bit.ly/10FlOOX",0,0,0,новости о фонде
1758,2013-01-22T08:35:16.000Z,Güzel Qirim,@kira_ivanova,"В НГ открытке москвичи-партнеры пишут, что бюджет на корп. подарки перечислили в Фонд Чулпан Хаматовой и Дины Корзун ""Подари жизнь"". Одобряю",1,0,0,упоминание в хорошем контексте
1759,2013-01-21T11:08:55.000Z,Программа МАЛИНА,@malinacard,"Обменивая баллы на призы из нашего каталога http://bit.ly/Ue0tNc, вы жертвуете свои накопления в Фонд «Подари Жизнь».",0,1,0,упоминание в хорошем контексте
1760,2013-01-18T16:29:22.000Z,Diana,@Avengely,"Благотворительный фонд ""подари жизнь""",0,0,0,новости о фонде
1761,2013-01-15T10:57:40.000Z,Setmedia,@setmedia_ru,"Очередной  отчет о перечисленных средствах, полученных от смс-голосования конкурса исполнителей, в фонд Подари Жизнь http://setmedia.ru/news",0,0,0,новости о фонде
1762,2013-01-14T19:00:36.000Z,Ŕ́́́́́́omaFalmonov ,@Falmrom,"Благотворительный бал ""Подари жизнь"" в Лондоне собрал 400 тысяч фунтов: Сестринская организация российского фонд... http://bit.ly/UkIKlX",0,0,0,новости о фонде
1763,2013-01-14T19:00:35.000Z,Инга Паламарчук,@OblasovaYuz,"Благотворительный бал ""Подари жизнь"" в Лондоне собрал 400 тысяч фунтов: Сестринская организация российского фонд... http://bit.ly/UkIKlX",0,0,0,новости о фонде
1764,2013-01-14T19:00:34.000Z,Анжелика Влащенко,@nat_ochep,"Благотворительный бал ""Подари жизнь"" в Лондоне собрал 400 тысяч фунтов: Сестринская организация российского фонд... http://bit.ly/UkIKlX",0,0,0,новости о фонде
1765,2013-01-14T19:00:34.000Z,Майя Дорошенко,@landazar2800625,"Благотворительный бал ""Подари жизнь"" в Лондоне собрал 400 тысяч фунтов: Сестринская организация российского фонд... http://bit.ly/UkIKlX",0,0,0,новости о фонде
1766,2013-01-14T18:36:00.000Z,Алексей хромов,@RuHrom,"Благотворительный бал ""Подари жизнь"" в Лондоне собрал 400 тысяч фунтов: Сестринская организация российского фонд... http://bit.ly/UkIKlX",0,0,0,новости о фонде
1767,2013-01-14T17:28:52.000Z,Finparty,@Finparty,"Фонд «Подари жизнь» @podarizhizn провел аукцион в Лондоне
http://finparty.ru/section/blagotvoritelnost/17522/…",0,0,0,новости о фонде
1768,2013-01-12T16:06:20.000Z,Михаил Молчанов,@Jokerwebmaster,"Привет Друг и коллега!

ЭТО  ШАНС САМИМ ПОЛУЧИТЬ ДОХОД

 И ПОМОЧЬ Тяжелобольным ДЕТЯМ!

В фонд ПОДАРИ ЖИЗНЬ... http://fb.me/22movxUgP",0,0,0,упоминание в хорошем контексте
1769,2013-01-12T14:40:17.000Z,Помогаем Все вместе,@wsewmeste,Вот сколько подарков собрали ученики гимназии 1514 подопечным Фонд Подари жизнь в награду за смелость! http://fb.me/22JYU9O6D,0,0,0,новости о фонде
1770,2013-01-10T12:02:18.000Z,Тёма Слепцов,@TemaSleptsov,а фонд подари жизнь это не водянова? если нет то не буду помогать,3,0,0,упоминание в хорошем контексте
1771,2013-01-09T09:11:12.000Z,Наталья Ефимова,@n_efimova,"Помоги детям, это удачное начало года.
Благотворительный фонд помощи детям«Подари жизнь»
http://podari-zhizn.ru/main",0,0,0,новости о фонде
1772,2013-01-01T11:42:59.000Z,НенавижуЭтуВласть!,@Helengirl001,"@aavst По списку детей,так же скорей всего в курсе Екатерина Гордеева(фонд Подари жизнь)",0,0,0,упоминание в хорошем контексте
1773,2012-12-28T07:04:21.000Z,Jayden,@sjaydent5uha,"Посол добра в ""Азбуке вкуса"": &nbsp; &nbsp;Фонд &laquo;Подари жизнь&raquo;, &laquo;Азбука Вкуса&raquo; и российс... http://bit.ly/WXLMAN",0,0,0,новости о фонде
1774,2012-12-26T18:23:44.000Z,Kashin,Kashin,"Вот вам хорошо, вы с Шанцер про дочек Железняка спорите. А я с Ариной Бородиной про фонд Подари жизнь((",5,4,0,политический твит
1775,2012-12-21T06:38:16.000Z,Александр Усольцев,@usolt,"Если за фото полагается гонорар, то всегда прошу перечислить его в фонд Подари жизнь. Я ж не фотограф.",0,1,0,упоминание в хорошем контексте
1776,2012-12-20T13:11:25.000Z,12,@opo9000,"@podarizhizn Надо делать добрые дела и Новый Год лучшее для этого время. Поможем детям через фонд ""Подари Жизнь""",0,0,0,упоминание в хорошем контексте
1777,2012-12-20T12:04:13.000Z,Тимур,@dj_champer,"Деду Морозу помогли собрать подарки сотрудники ЦУПа (г. Королев), ТЦ «Солнечный», Мясновъ, БФ «Подари жизнь» и, конечно, наш Фонд!",0,0,0,упоминание в хорошем контексте
1778,2012-12-20T11:15:55.000Z,город Королёв,@Corolew_ru,"Деду Морозу помогли собрать подарки сотрудники ЦУПа (г. Королев), ТЦ «Солнечный», Мясновъ, БФ «Подари жизнь» и, конечно, наш Фонд!",0,0,0,упоминание в хорошем контексте
1779,2012-12-20T04:23:16.000Z,Konstantin Korolev,@lunarly,@real_solarwind а HP третий год подряд переводит деньги в фонд подари жизнь вместо подарков партнерам,1,0,0,упоминание в хорошем контексте
1780,2012-12-18T21:46:22.000Z,Александр,@QGEIS,"Чулпан Хаматова на канале ""Совершенно секретно"": Фонд ""Подари жизнь"" - это очень непростая задача!",0,0,0,политический твит
1781,2012-12-18T14:54:11.000Z,Калёнов Евгений,@libertinych,@navalny если проиграешь то переводишь по 10 копеек за каждого подписчика этого твиттера в фонд Подари Жизнь.,0,0,0,упоминание в хорошем контексте
1782,2012-12-18T11:33:58.000Z,Ира,@mokwanka,"Фонд Подари жизнь @Анникка Анна, Вы все правильно поняли. Большинство приносит подарки для маленьких детишек.... http://fb.me/VvNLN1Fx",0,0,0,новости о фонде
1783,2012-12-18T08:04:10.000Z,Ekaterina Teplova,@Katerinateplova,"Мы с Надеждой CHI @Nadia_L13 сегодня сдали кровь для больных деток, в Фонд ""Подари Жизнь""!)",1,1,0,упоминание в хорошем контексте
1784,2012-12-15T09:24:37.000Z,Дуглас Оулдман,@roldevshai,Фонд Подари жизнь предупредил о мошенниках в соцсетях,0,0,0,новости о фонде
