,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,text_lengh,negative
1780,2012-11-23,Новости Москвы,@MoskvaNews,фонд подари жизнь определится местом строительства москве детского хоспис,0,0,0,73,0
1781,2019-11-11,навязчивые мудрствования,@xingushx,благотворительный фонд подари жизнь ходу воровский,1,3,15,50,0
1782,2022-03-21,Новые Известия,@newizvestia,чулпан хаматова переехала латвию её благотворительный фонд подари жизнь остается россии дальше помогать детям страдающим онкологических онкогематологических заболевание,0,1,1,168,0
1783,2015-10-22,Альбина,@Albina_1972,нужна помощь фонд подари жизнь,0,0,0,30,0
1784,2018-05-22,Зефирка,@Marshmello5555,благо российские поклонники собрали тысяч рублей передали фонд подари жизнь,0,0,0,75,0
1785,2012-11-23,under hopestar,@hopestar_fund,фонд подари жизнь выбирает бесплатный участок детский хоспис москва,0,0,0,67,0
1786,2014-06-04,Оболенская,@OlgaObolenskaja,рублей такова сумма благотворительных взносов фонд подари жизнь собранная концерте машины временить,0,0,0,99,0
1787,2022-03-21,Лина Ланг,@x67oDt4Y84459HE,фонд подари жизнь чулпан хаматовой г спас тыс детей пиздеть,0,0,2,59,1
1788,2017-11-24,Пятый канал Новости,@5tv,дводим итоги акции деньдобрыхдел насти кочановой двухлетней малышки нейробластома день зрители пятого канала перечислили фонд подари жизнь миллиона тысяч рублый,1,0,3,160,0
1789,2011-12-20,Дмитрий Рудаков,@Rudakov81,дети ждут подарки фонд подари жизнь,0,0,0,35,0
1790,2013-07-18,Новости Москва,@news_moskva,фонд подари жизнь призывает москвичей сдать кровь детей раком фонд подари жизнь призывает жителей м,0,0,0,99,0
1791,2014-05-19,Юрий Кравцов,@ykar11,фонд чулпан хаматовой подари жизнь просит зрителей нтв помочь больным деть,0,0,0,74,0
1792,2020-02-03,Знаток,@znatok_ru,завтра февраля всемирный день борьбы против рака суммы продаж день фирменном магазине знаток сайте будут пожертвованы детям проходящим лечение центре фнкц д рогачева фонд подари жизнь поможем вместо,0,0,0,198,0
1793,2012-11-22,Аэлита Корзинa,@ajelitakorzina,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительному фонду чулпан хаматовый,0,0,0,124,0
1794,2013-07-01,Ольга Пушкина,@Plastilinovye,фонд подари жизнь билайн благотворительный фонд подари жизнь запустили сервис регулярных мобильный,0,0,0,98,0
1795,2017-04-26,Янина Иванова,@HX0bsQyiLymsoeK,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1796,2011-11-22,Тина Канделаки,@tina_kandelaki,зависит заболевания фонд подари жизнь,2,0,1,37,0
1797,2016-11-12,a_doni,@a_doni1,друзья ноября фонд подари жизнь организует акцию безумное чаепитие прочитаю связи этить,0,0,0,87,0
1798,2012-04-08,максим,@maksim_selya,академия ника наградила спецпризом фонд подари жизнь,0,0,0,52,0
1799,2020-07-09,CMP RK,@Medprof2015,подари жизнь июля года фонд социально культурных инициатив проводит акцию подари жизнь профилактика язазож здоровье зож цмпрк движениежизнь здороваянация республиканскийцентробщественногоздоровьяимедицинскойпрофилактика,0,0,0,219,0
1800,2015-10-08,miloserdie_ru,@miloserdie_ru,фонд подари жизнь откроет пансионат больных детей усадьбе измалково фонд подари жизнь получил полый,0,0,0,99,0
1801,2020-01-30,Елена Иванова,@Elena81985,приложении сбербанк онлайн сделала пожертвование благотворительному фонду подари жизнь бонусов спасибо дарить бонусы приложении постепенно пропадали решила потратить фонд получит сбербанк,0,0,0,187,0
1802,2014-09-28,Known.ru,@known_ru,фонд подари жизнь чулпан хаматова достижение,0,0,0,44,0
1803,2014-11-20,hotpies8,@hotpies8,фонд подари жизнь приглашает безумное чаепитие шляпника шляпой благотворительный фонд под,0,0,0,89,0
1804,2017-10-03,Экспресс газета,@ExpressGazeta,офисе фонда подари жизнь обнаружили коробки патронами общество патроны подарижизнь,0,3,1,82,0
1805,2017-05-08,Надежда Тарасова,@GKsmtbAfBoHRjRz,даня сычев лет требуется лечение можете помочь подарижизнь,0,0,0,58,0
1806,2022-03-16,podarizhizn_priut,@PPodarizhizn,рыжули домашниепитомцы собаки подарижизнь верныйдруг,0,0,0,52,0
1807,2015-05-11,МИЛЛИОН,@mullioner,победительница шоу новая звезда елена лаптандер призовой миллион рублей передаю фонд подари жизнь ко,0,0,0,100,0
1808,2014-05-30,Сбер,@sberbank,расплачивайтесь картой подари жизнь сбербанка утроим ваши отчисления благотворительный фонд,4,7,4,91,0
1809,2012-12-28,Jayden,@sjaydent5uha,посол добра азбуке вкуса фонд подари жизнь азбука вкуса российс,0,0,0,63,0
1810,2010-12-01,Russian Liberator,@rus_liberator,забота детях незарегистрированные лекарства регулирование сообщает фонд подари жизнь сегодня декабрить,0,0,0,102,0
1811,2017-02-25,Александр Дергалев,@Dartsith1,поддерживает фонд подари жизнь усть каменогорск,0,0,0,47,0
1812,2017-05-08,Вичка Степанова,@at485bDoe9P2w1p,леша дударев год требуется лечение можете помочь подарижизнь,0,0,0,60,0
1813,2014-12-03,Людмила Дмитриева,@kefusugesy,ноября благотворительный фонд детей тяжелыми онкологическими заболеваниями подари жизнь москве празднует восемь лет своя,0,0,0,120,0
1814,2019-03-04,ар2дэ2,@orangevyy,просто волонтёр тимур подарижизнь учредитель фонд вера анна нюта федермессер анны веет добротой чувствуется очень сильный,0,0,16,121,0
1815,2022-03-18,Nicholas Fauler,@FaulerOfficial,ровно лет назад вечерний ургант начинался абсолютно новости другими действующими лицами горбачёв пообещал выдвинуть чулпан хаматову дину корзун фонд подари жизнь соискание нобелевской премии мир,2,0,1,194,0
1816,2022-04-27,RusNext РусскаяВесна,@rusnextru,дебиторская задолженность фонда подари жизнь известного фонд актрисы чулпан хаматовой год составила одного миллиарда рублей своем канале сообщает российский журналист эдвард чесноков россия коррупция,0,0,0,199,0
1817,2016-02-16,Деловой квартал Красноярск,@krsk_dk,фонд подари жизнь подал иск красноярскую некоммерческую организацию новость,0,0,0,75,0
1818,2018-12-12,Ольга Черемская,@CheremskayaOlga,соседи мнящие приличными людьми фонд подари жизнь подтвердил факт переезда ребенка раком травли москва,0,0,0,102,0
1819,2013-03-27,Никола Опричник,@NikolaOprichnik,оказанной вами помощи будут направлены фонд подари жизнь,0,0,0,56,0
1820,2016-07-11,omskportalru,@omskportalru,омская область присоединилась акции подари жизнь фонд социально культурных инициатив возглавлять,0,0,0,96,0
1821,2016-04-19,bamr,@bamr69,член общественной палаты вероника крашенинникова призвала фонд подари жизнь других благотворителей прикрываться детьмить,0,0,1,120,0
1822,2012-05-12,Геноцид армян,@genocidarmyan,подари жизнь детям армянский благотворительный фонд,0,0,0,51,0
1823,2016-06-30,Сокольники и весь ВО,@SokolnikiVao,аэропортвнуково фондподарижизнь благотворительность всемирныеигры международный аэропорт внуково приветствуй,0,0,0,108,0
1824,2021-02-07,михей,@sFskVawnOfDuRfS,биойогурт питьевой обогощенный дыня клубника земляника подарижизнь продолжительностьжизнидеревьев жизньпи тайнаживотныхжизньмультфильм возрастжизни витамины вкус чтоприготовить полёзный,0,0,0,185,0
1825,2016-04-11,ТВ Центр,@tvc_ru,фонд подари жизнь тв центр собирают средства спасение лизы крупнов,0,0,0,66,0
1826,2019-08-15,Виктория Бородина,@borodina_v,плохого сделала чулпан хаматова фонд подари жизнь детям помогать,3,0,0,64,0
1827,2018-11-23,ар2дэ2,@orangevyy,фото вторая первая татуировки символикой фондподарижизнь другая сцена театр современник,0,0,0,87,0
1828,2020-04-14,Светлана Серова,@svetlanaserova2,хотите хаматовой соучредительныца кормушки фонда дина корзун лондоне причем замужем олигархом нищим украинским рок музыкантом дал идею основать вернее прибрать рукам фонд подари жизнь собирают деньги дают ценную практику врач,1,0,3,225,0
1829,2014-08-25,Николетт,@nyx_na,хованский начал рекламировать благотворительный фонд подари жизнь,0,0,0,65,0
1830,2016-03-02,Василий Гусев,@VasiliyUkropov,фонд подари жизнь открыл регистрацию команд игры победителей всемирные детские игры победителей самые крупные спортивный,0,0,0,120,0
1831,2019-05-30,Домашний очаг,@_goodhouse,усадьба поддержит фонд хабенского подари жизнь,0,0,0,46,0
1832,2017-11-27,Журнал ПЛАС,@PLUSworld_ru,фонд подари жизнь собирать пожертвования криптовалюте конференции сколково плас,0,0,0,79,0
1833,2012-11-23,@Viacheslaww,@Wiaxes,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1834,2020-04-23,Андрей,@Valen66729983,итак нынешняя российская власть фонд подари жизнь добровольные щедрые рекламные агенты друг друга само очень неплохо одна загвоздка существенный,0,0,0,144,0
1835,2019-03-28,олмчанин был,@xolmskaya,фонд подари жизнь пока молчит вред нанесённый абызовым россии собирается взять ответственность запрещённое россии игил,0,0,0,118,0
1836,2015-11-25,Василий Гусев,@VasiliyUkropov,фонд чулпан хаматовой подари жизнь отметит день рождения безумным чаепитием благотворительный фонд подари жизнь решил отметить своить,0,0,0,133,0
1837,2012-11-27,todate.su,@todate_su,фонд подари жизнь предупреждает мошенничестве соцсеть,0,0,0,53,0
1838,2022-04-14,Mariam,@Mariam_Rus,чулпан относилась благотворительной деятельности оказалось эта типа благотворительная деятельность вопросом фонд подари жизнь сети противоречивые мнения очень разочаровать,0,0,1,171,0
1839,2015-06-07,Julija Tereshenko,@julija1237,сегодня пела детишек выпускном фонд подари жизнь фнкц дгой,0,0,1,58,0
1840,2013-01-09,Наталья Ефимова,@n_efimova,помоги детям удачное начало года благотворительный фонд помощи детям подари жизнь,0,0,0,81,0
1841,2018-05-17,Novosti-Armenia,@armnews,фонд подари жизнь свой странце сообщил возобновляет деятельность,0,0,0,64,0
1842,2013-07-03,влад  савельев,@vlad239787,благотворительный фонд подари жизнь помощь,0,0,0,42,0
1843,2015-05-26,Alex Demin,@Alexey_V_Demin,преддверии очередных игр победителей фонд подари жизнь выкладываю общий доступ фото,0,0,0,83,0
1844,2021-05-22,Pavel Gonchar,@gpn78,день памяти фондподарижизнь гоголь центр,0,0,0,40,0
1845,2012-05-09,Amanda Valentin,@Amanda_Lovkvist,фонд подари жизнь,1,0,0,17,0
1846,2015-08-06,Пятый канал Новости,@5tv,пятый канал фонд подари жизнь собирают деньги спасение ани никулиной деньдобрыхдел,0,3,0,82,0
1847,2019-11-26,Yuri Hramov,@yurihramov,ноября года родился фонд подари жизнь феврале вовка хромов первый привёл рдкб ребята рад судьба свела вложил капельку фонд реально помогающий детям днём рождения дорогий,0,0,17,169,0
1848,2012-11-22,Наталия,@anasiusi,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
1849,2012-07-02,Liberal Creative,@LiberalCreative,екатерина чистякова фонд подари жизнь назначат иностранным агентом день грядущий нам готовить,0,0,0,93,0
1850,2012-11-23,Константин,@Pro100Kostya1,фонд подари жизнь получит участок детский хоспис фонд подари жизнь получит участок детский хоспис,0,0,0,97,0
1851,2017-05-08,Наталия Маликова,@vBRGoEbV5XGKlsC,кирилл белкин лет требуется лечение можете помочь подарижизнь,0,0,0,61,0
1852,2012-02-06,Tasha,@TashaZorina,фонд подари жизнь является партнёром футбольного клуба анж,0,0,0,58,0
1853,2012-12-04,Демид Резин,@rezindemid,сергей ченский перечислит доход концерта благотворительный фонд подари жизнь,0,0,0,76,0
1854,2015-02-04,Vova Khreptak,@voovasko,сайт отзывов отзывы жалобы пожелания отзывы фонд чулпан хаматовой подари жизнь помощь,0,1,0,85,0
1855,2017-05-08,Лена Мищенко,@QJKgnfosPdVoXct,дарёна липина года требуется лечение можете помочь подарижизнь,0,0,0,62,0
1856,2022-01-20,грустный Бублик,@NNekerova,такие мысли детстве конце года бонусы спасибо перевела благотворительный фонд подари жизнь,0,0,1,90,0
1857,2012-11-22,Сергей Коноваленко,@SKonoval,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1858,2018-02-15,Ulanov Yuri,@UlanovYuri,фонд подари жизнь пытается своими силами восстановить усадьбу измалково размещения иногородних больных детишек москве мистер турчак хочет вместо митинга отправить средства сто тысяч почитателей ер субботник усадьба,0,1,0,214,0
1859,2013-09-05,Супермаркеты Лэнд,@SupermarketLand,благодарим наших покупателей вклад благое дело фонд подари жизнь перечислено рублей подарижизнь,0,0,0,95,0
1860,2012-11-23,andrey,@arhbizz,фонд подари жизнь получит участок детский хоспис фонд подари жизнь получит участок детский хоспис,0,0,0,97,0
1861,2016-04-01,Счастья Вам,@KhavaE,институте красоты состоится сбор средств фонд подари жизнь территории института красота,0,0,0,87,0
1862,2014-06-01,PhKdigest,@PhKDigest,фондподарижизнь спасибо дорогие артисты прекрасный подарок детый,1,5,3,64,0
1863,2019-07-12,ВотякИзМожги,@kbmaratmozhga,забрал парковку денег взял сказал сделай перевод фонд подари жизнь респект таким людям доброта спасёт мир,0,1,14,105,0
1864,2017-09-05,Анастасия,@dark_wolf_33,друзья приглашаем давайте вместе делать доброе дело подарижизнь ядонора,0,0,0,71,0
1865,2017-05-08,Белла Акимова,@XyaidpipDRoGPhU,варя сухорученко лет требуется лечение можете помочь подарижизнь,0,0,0,64,0
1866,2020-04-23,Ulanov Yuri,@UlanovYuri,противник антисоветчины интересует другое сколько денег итоге соберут те сравнивал хаматову террористами менгеле давайте плюнете лицо скажете гадости какие хотели переведете деньги фонд подари жизнь,0,0,0,198,0
1867,2017-05-08,Лариса Медведева,@dSeMlBDdvpdXunK,вильдан сафиханов лет требуется лечение можете помочь подарижизнь,0,0,0,65,0
1868,2014-01-09,vkahDever,@vkahDever,донорская акция большой торт фонд подари жизнь отметил семилетие,0,0,0,64,0
1869,2015-11-11,T30P Facebook,@t30p_facebook,фонд подари жизнь максим кармацких лечился миелобластного лейкоза пяти лет вообще,0,0,0,81,0
1870,2021-03-03,Чуха,@Chuha72202477,законный путь клиника готова взять пациента операбелен например таким способом потеряете время клиника отказать подари жизнь онкология любой фонд сбор денега,2,0,0,157,0
1871,2016-11-20,Zalim Balkizov,@zalimbalkizov,фонд подари жизнь предлагает присоединиться безумному чаепитию благотворительный фонд подари жизнь,0,0,0,98,0
1872,2012-04-08,Гаврилов Петр,@petrgavrilov321,академия ника наградила спецпризом фонд подари жизнь,0,0,0,52,0
1873,2021-07-28,KpyroM_Bparu ,@KpyroM_Bparu,фонд подари весёлую жизнь,0,0,0,25,0
1874,2018-01-05,Пятый канал Новости,@5tv,итоги акции день добрых дел максим зенченко день перечислили фонд подари жизнь миллионов тысяч рубля спасибо зима помощь дети пятыйканал,0,6,6,136,0
1875,2012-11-23,Ирина Голомоз,@golomozirina,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1876,2011-03-20,Sergey Fomenko,@fomenkof,фонд подари жизнь помогает детям онкозаболеваниями благотворительность ваши личные финанс,0,0,0,89,0
1877,2016-04-19,Marina Litvinovich,@abstract2001,член общественной палаты вероника крашенинникова призвала фонд подари жизнь других благотворителей прикрываться детьмить,7,35,8,120,0
1878,2012-12-12,Большой Город,@bg_ru,фонд подари жизнь объявил сбор новогодних подарков детей которые встретят новый год больницах требуется помощь,0,5,2,110,0
1879,2018-06-18,citycelebrity,@citycelebrity,пять проектов сайте ситиселебрити июня благотворительный фонд подари жизнь причь,0,0,0,80,0
1880,2013-07-10,Здоровье в Омске,@55med,омске стартовала акция подари жизнь фонд социально культурных инициатив возглавляемый светланой мед,0,0,0,99,0
1881,2014-11-20,Никита ,@potapovich_n,фонд подари жизнь приглашает безумное чаепитие шляпника шляпой благотворительный фонд под,0,0,0,89,0
1882,2010-04-14,tech2304,@tech2304,новости шоу бизнес фонд подари жизнь поддержал обращение дмитрию медведеву орфанным лекарство,0,0,0,93,0
1883,2012-02-18,Михаил Светов,@msvetov,хаматовой незачем легко представляю завтра оказаться фонд подари жизнь принадлежать,0,0,0,83,0
1884,2014-09-03,Екатерина Горяйнова,@egoriaynjva,работают благотворительный фонд подари жизнь медновость,0,0,0,55,0
1885,2017-04-26,Ирина Громова,@XxVk6kcJpKasbsc,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1886,2019-12-24,Юлия Галямина,@galiamina,мать сергея продолжает рассказ перевели тысяч фонд подари жизнь загладить вину общество,0,0,3,87,0
1887,2010-04-16,Новости Оренбурга,@orenru,билайн благотворительный фонд подари жизнь объявляют старте акции сбору средство,0,0,0,80,0
1888,2018-12-09,ар2дэ2,@orangevyy,благотворительный концерт друзей фондподарижизнь музей москва,0,0,0,61,0
1889,2021-12-07,Андрей,@lav1964,подари жизнь фонд хабенский,1,0,2,27,0
1890,2016-11-27,Lesya Яценко,@cifluchother191,факт путин поздравил фонд подари жизнь летие,0,0,0,44,0
1891,2011-08-26,Фонд Подари жизнь,@podarizhizn,снова квоты снова фонд подари жизнь вынужден платить государство нужно собрать миллиона сентябрь,0,0,0,96,0
1892,2022-04-24,Hi Zhina,@hi_and_zhina,понимаешь пишешь просто набор слов клавиатуре чулпан хаматова создавала фонд подари жизнь гражданкой латвии является тому вся аналитика такого уровень,0,0,0,150,0
1893,2014-01-14,Твиттерянка,@Fotiniya_T,старый новый год лондоне благотворительный аукцион фонд подари жизнь,0,0,0,68,0
1894,2013-10-31,©вятøç▲ав δ,ндαрΞнКО,никита гусаров фонд подари жизнь,0,0,0,32,0
1895,2018-08-18,Vadim,@vadim131,кидаю денег фонды подари жизнь фонд хабенского другие маке копилку дедушке заправке подрабатывающему могу смотреть людей возрасте моих родителей подработающих обидно млин налоги плачу фирмы ип государство аууа,0,0,1,209,0
1896,2021-03-05,ТАСКаю ИНфо К Себе,@TaskinKS,хавай обращение путину подписали крупнейшие фонды среди которых подари жизнь фонд константина хабенского предупредили сокращении пожертвований новых править,3,1,2,156,0
1897,2015-10-07,Мослента,@moslentaru,фонд подари жизнь получил мэрии здания усадьбы измалково подарижизнь,0,0,0,68,0
1898,2022-05-03,sadsn,@crtn_lll,пиздец узнала подари жизнь которым столько прикрывали прикрывают хаматову фонд хаматовый,0,0,0,88,1
1899,2014-10-16,ParsingNews,@ParsingNews,фонд подари жизнь собирает деньги лечение семилетнего мальчик,0,0,0,61,0
1900,2022-06-03,Афиша Daily,@afisha,художников превратили свои детские рисунки коллекцию вырученные средства продажи будут направлены благотворительный фонд подари жизнь купить работы площадка,0,0,0,156,0
1901,2015-05-19,Волонтеры Даниловцы,@danilovcydd,значит волонтером фонд подари жизнь какие направления фонде такое кругосветка детский,0,0,0,85,0
1902,2015-02-26,hotpies8,@hotpies8,пятый канал фонд подари жизнь собирают деньги спасение софии девяткиной эфире пятого канала продолж,0,0,0,99,0
1903,2012-11-23,alexandr savin,@xinwen49,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1904,2017-04-26,Алёна Ковалева,@r3CwuwzZxcFTHYT,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1905,2022-03-19,Masha,@arctic_lanes,телеку всё идет реклама оформи ежемесячное пожертвование фонд подари жизнь поможешь детям помогли говорить,0,3,19,106,0
1906,2021-06-18,Афиша Daily,@afisha,фонд подари жизнь предлагает всем выпускникам отметить окончание школы взрослым поступком помочь нуждающимся июня сайте шарим помощь сделать пожертвование лечение детый,0,0,0,168,0
1907,2015-03-10,TVC News,@tvcplus,фонд подари жизнь тв центр собирают средства четырехлетнего володить,0,1,0,68,0
1908,2017-05-08,Олеся Озерова,@xj9c1qatXmtE46W,гриша малинин лет требуется лечение можете помочь подарижизнь,0,0,0,61,0
1909,2012-11-22,Костя Алекссев,@TanjaNost,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1910,2022-04-26,369777,@ats369777,сбежавшая латвию российская актриса чулпан хаматова множила свой капитал прокручивая банковские счета пожертвованные фонд подари жизнь деньги вместо тратить средства назначению нужды больных детый,0,1,1,196,0
1911,2017-04-26,Анна Иванова,@yml9zhjK7zJeadM,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1912,2021-06-16,BLACKPINK RUSSIAN SPEAKING FANBASE,@BlackpinkInform,фонд подари жизнь помощи детям онкологическими заболеваниями фонд старость радость помощи инвалидам пожилым людям частный одинцовский приют животный,1,1,18,148,0
1913,2012-11-22,Юстина Ставропольцев,@stavropolceva,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительному фонду чулпан хаматовый,0,0,0,124,0
1914,2016-11-22,Tviz,@Tviztv,первом канале субботу большой сердечный праздничный вечер благотворительный фонд подари жизнь,0,0,0,93,0
1915,2016-01-29,ТВ Центр,@tvc_ru,фонд подари жизнь тв центр собирают средства лечение летнего арсения леньшин,0,0,0,76,0
1916,2013-07-18,SEOMASTERSGROUP,@SEOMASTERSGROUP,фонд подари жизнь призывает москвичей сдать кровь детей рак,0,0,0,59,0
1917,2012-04-17,Boris,@B_Iaryshkin,предложение выдвинуть фонд подари жизнь нобелевскую премию должно обрадовать многочисленных сотрудников уверена актриса ч хаматов,0,0,0,129,0
1918,2017-04-24,Ира Королева,@XRkpGnsQbScFBgz,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1919,2022-03-21,злой ,@abtohton,фонд подари жизнь чулпан хаматовой россии нужен продвигается всей чумной пропагандой фонд подари смерть владимира путин,1,7,15,119,0
1920,2015-01-29,Element Films,@Element_Films,рекомендации донорам фонд подари жизнь,0,0,0,38,0
1921,2018-07-09,Maykop-Adygeja,@MaykopAdygeja,адыгея присоединилась акции снижению числа абортов июля фонд социально культурных инициатив проводит всероссийскую акцию подари жизнь предотвращению абортов сообщили порталу юга ру минздраве адыгеи рамка,0,0,0,203,0
1922,2014-11-11,Lovela Franca,@gikuboxiryx,рита саргсян призвала поддержать фонд подари жизнь,0,0,0,50,0
1923,2015-05-22,Волшебник,@MitichkinS,фонд подари жизнь,0,0,0,17,0
1924,2017-10-04,News Msk,@NewsMskCom,столице задержали мужчину который принес фонд подари жизнь коробки патрон,0,0,0,73,0
1925,2012-11-23,Nikita,@NIKITOS515,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1926,2012-04-14,Ираклий Полуянов,@backcuscade,дмитрий муратов выдвигает дину корзун чулпан хаматову фонд подари жизнь нобелевскую премию мир,0,0,0,94,0
1927,2014-06-03,Новости культуры,@rucult,машина времени отыграла юбилей собрала миллиона рублей фонд подари жизнь,0,0,0,72,0
1928,2014-07-22,ParsingNews,@ParsingNews,фонд подари жизнь пятый канал собирают средства спасение насти алтынник тчк,0,0,0,75,0
1929,2017-10-27,Anastasia Gromova,@th_gromova,фонд подари жизнь заявил правовом вакууме отношении трансплантации костного мозга деть,0,0,0,86,0
1930,2015-06-18,Дальневосточный Корпус Экспертов * CEFER,@DKE_Cefer,чулпан хаматова получившая госпремию рф перечислит млн рублей фонд подари жизнь,0,0,0,79,0
1931,2012-07-06,Aleksey Dozorov,@ExMajor777,зимой летом одним цветом кровищща отдал кровь детям фонд подари жизнь присть,0,0,0,76,0
1932,2012-11-22,Gricha,@vodka_russian,фонд подари жизнь получит властей москвы участок детский хоспис мэрия москвы предоставила благотворить,0,0,0,102,0
1933,2014-09-20,Рустем Адагамов,@adagamov,фонд подари жизнь предупреждает такие волонтеры метро жулики читайте пожий,5,63,8,74,0
1934,2020-01-20,Компания А-Дата,@ADataCompany,традиции начинаем год хороших новостей несколько лет наша компания поддерживает фонд подари жизнь участниками акции становимся сами наши клиенты спасибо пусть добрых дел,0,0,1,169,0
1935,2020-04-13,Ядерный Абздольц,@NuclearPipez,фонд подари жизнь чулпан хаматова фонд который учредила фонд занимается нужным важным делом чулпан собирает деньги фонд фонд чулпан чулпан фонд заявляет считает нашу победу праздником делает чулпан,1,0,2,197,0
1936,2012-11-22,Павел Бобылев,@_2235870655621,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
1937,2016-04-19,Svetlana Rumak,@SvetlanaRumak,член общественной палаты вероника крашенинникова призвала фонд подари жизнь других благотворитель,0,0,0,97,0
1938,2015-09-28,Прошак Любовь,@Lyubushka69,новая акция доноров гнц фонд подари жизнь,0,0,0,41,0
1939,2014-11-26,Света Тимофеева,@coachpowells,фонд подари жизнь собирает деньги лечение пятилетней эмин,0,0,0,57,0
1940,2014-05-06,alla belovolova,@19Alla,фонд подари жизнь нуждаетесь помощи сможете помочь сами обращайтесь фонд,0,0,0,72,0
1941,2012-01-14,Дмитрий,@dioteniti,фонд подари жизнь торжественно открыл отделение лондон,0,0,0,54,0
1942,2014-01-31,Raisa_spb,@Raisa_spb,андрей починков опубликовали фотографию фонд подари жизнь,0,0,0,57,0
1943,2016-02-16,Столица 24,@stolitca24,известный благотворительный фонд подари жизнь судиться своим сомнительным тезкой красноярска стола,0,0,0,98,0
1944,2012-11-22,Google Украина.,@Google_Ukraine,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1945,2009-11-13,tech2304,@tech2304,новости шоу бизнес фонд подари жизнь журнал ок азбука вкуса фонд подари жизнь журнал ка,0,0,0,87,0
1946,2013-06-04,уволетый,@Vadim_Shagoun,помочь детям просто фонд подари жизнь,0,0,0,37,0
1947,2015-12-16,Новости Кино,@KinoBilet,звезды часть сборов проката россии маленького принца получит фонд подари жизнь история маленького п культура,0,0,0,108,0
1948,2013-06-05,билайн,@Beeline_RUS,билайн платежный мир фонд подари жизнь запускают сервис мобильных пожертвование,1,2,2,79,0
1949,2016-11-26,Мария,@asparite,путин поздравил фонд подари жизнь летием президент россии владимир путин поздравил учредителей сотруд,0,0,0,101,0
1950,2010-12-02,RuClub,@ruclub,фонд подари жизнь справка фонд подари жизнь некоммерческая благотворительная организация созданная н,0,0,0,100,0
1951,2021-02-03,Egor Belikov,@dj_ling,кроме твоих ещё овд инфо спид центр фонд рылькова подари жизнь прочие деньги нужны меньше постоянно момент острой политической позиция,1,0,8,134,0
1952,2020-11-26,Snob,@snob_project,благотворительный фонд подари жизнь выпустил клип песню земфиры хочешь получился манифест детской силе борьбе победе отметила соучредитель фонда чулпан хаматов,1,0,9,159,0
1953,2019-07-05,Олег Нестеров,@nesterov61,дорогие мои важное сообщение июля состоится фестиваль честь дня рождения клуба кожухова фестиваль простой благотворительный вся прибыль фонд подари жизнь будем слушать музыку стихи танцевать дегустировать кухню разных народов мира делать доброе деть,1,2,2,249,0
1954,2015-03-14,Marketplace Report,@supermjrbot,фонд подари жизнь просит помочь маленькому никите назаров,0,0,0,57,0
1955,2014-03-26,Галина Путина,@licaxuwifag,фонд подари жизнь собирает млн рублей больного редким заболеванием годовалого дить,0,0,0,82,0
1956,2018-11-13,d...,@korosnseigaming,проведёт благотворительный турнир собранные средства будут направлены фонд подари жизнь,0,0,0,87,0
1957,2020-11-26,Некта Фамилиев,@No_Sir25,фонд подари жизнь снял клип слова хочешь убью соседь,0,0,0,52,1
1958,2017-05-08,Оксана Гусева,@MfFcaVllCPvDK7U,антон подсобляев лет требуется лечение можете помочь подарижизнь,0,0,0,64,0
1959,2017-12-08,Измайлово,@Izmailovo_,фонд подари жизнь проводит акцию реализации мечты больных детей измайловском кремле акции благотворительность дети измайлово измайловскийкремль,0,0,0,143,0
1960,2014-05-19,Антон Клочков,@3333383,фонд чулпан хаматовой подари жизнь просит зрителей нтв помочь больный,0,0,0,69,0
1961,2014-11-07,Пятый канал Новости,@5tv,фонд подари жизнь собирает средства лечение вадима немыкина белгород,0,3,0,68,0
1962,2012-06-18,chết đi,@SilenceQu2n,помогать детям просто рубль каждой плитки шоколада алёнка перечислен фонд подари жизнь скуп,0,0,0,91,0
1963,2012-07-13,Free_internet,@freeinetparty,страховки неё разьве рекомендую обратиться фонд подари жизнь,2,0,0,60,0
1964,2012-11-27,Юрий Ваценко,@vatsenko2012,подари жизнь предостерегает жертвователей мошенников соцсетях фонд подари жизнь помогающий детям тить,0,0,0,101,0
1965,2017-05-08,Диана Морозова,@LisXTXOauQNl8XG,назар клюкин года требуется лечение можете помочь подарижизнь,0,0,0,61,0
